33,98
41,52
45,64
42,86
3,25
36,69
54,94
2,50
19,75
43,78
24,71
56,99
63,73
51,70
47,80
18,76
20,26
49,93
84,97
82,85
31,59
5,10
35,77
6,9
65,92
38,72
55,87
15,23
7,81
67,74
40,44
0,83
39,68
13,14
30,53
62,96
8,58
34,88
32,79
60,61
4,16
37,90
1,22
28,57
48,89
17,29
12,66
11,46
91,95
21,27
